

 muscleFiber.muscleDN 
 Annotation Data 
"ID"	"Desc"	"listMembership"	"skin.T7.DN"	"skin.T7.UP"	"skin.T14.DN"	"skin.T14.UP"	"muscle.DN"	"muscle.UP"	"skin.T7.DN.Pvalue"	"skin.T7.DN.FDR"	"skin.T7.DN.OddsRatio"	"skin.T7.DN.ExpCount"	"skin.T7.DN.Count"	"skin.T7.DN.Size"	"skin.T7.UP.Pvalue"	"skin.T7.UP.FDR"	"skin.T7.UP.OddsRatio"	"skin.T7.UP.ExpCount"	"skin.T7.UP.Count"	"skin.T7.UP.Size"	"skin.T14.DN.Pvalue"	"skin.T14.DN.FDR"	"skin.T14.DN.OddsRatio"	"skin.T14.DN.ExpCount"	"skin.T14.DN.Count"	"skin.T14.DN.Size"	"skin.T14.UP.Pvalue"	"skin.T14.UP.FDR"	"skin.T14.UP.OddsRatio"	"skin.T14.UP.ExpCount"	"skin.T14.UP.Count"	"skin.T14.UP.Size"	"muscle.DN.Pvalue"	"muscle.DN.FDR"	"muscle.DN.OddsRatio"	"muscle.DN.ExpCount"	"muscle.DN.Count"	"muscle.DN.Size"	"muscle.UP.Pvalue"	"muscle.UP.FDR"	"muscle.UP.OddsRatio"	"muscle.UP.ExpCount"	"muscle.UP.Count"	"muscle.UP.Size"
"GO:0030018"	"Z disc"	"muscle.DN"	NA	NA	TRUE	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.860367492782963	1	0.508285657920694	1.91535071612192	1	38	NA	NA	NA	NA	NA	NA	0.000224354909688431	1	4.33056335830212	3.19304983996342	11	43	0.0046753150268389	1	3.02084286978547	3.94412437128487	10	43
"GO:0043292"	"contractile fiber"	"muscle.DN"	TRUE	TRUE	TRUE	NA	TRUE	TRUE	0.233709940948306	1	3.9018115942029	0.264689680499449	1	93	0.905772816866265	1	0.422268570511792	2.32243848696291	1	93	0.506905660367892	1	1.07108539438503	4.68756885787734	5	93	NA	NA	NA	NA	NA	NA	0.000362138804175217	1	2.77597223075505	7.42569730224051	18	100	0.00165977731158387	1	2.34830121449363	9.17238225880201	19	100
"GO:0044449"	"contractile fiber part"	"muscle.DN"	TRUE	NA	TRUE	NA	TRUE	TRUE	0.195363184271397	1	4.79377777777778	0.216305545354389	1	76	NA	NA	NA	NA	NA	NA	0.744546051760989	1	0.772994129158513	3.83070143224385	3	76	NA	NA	NA	NA	NA	NA	0.000254821528675531	1	3.11032083494395	6.01481481481482	16	81	0.00628372126111333	1	2.26950680898049	7.42962962962963	15	81
"GO:0031674"	"I band"	"muscle.DN"	NA	NA	TRUE	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.892289979668135	1	0.447558220368439	2.1673705471906	1	43	NA	NA	NA	NA	NA	NA	1.34061876489317e-05	1	4.7823613086771	3.78710562414266	14	51	0.00567564469007378	1	2.74223790322581	4.67791495198903	11	51
"GO:0030017"	"sarcomere"	"muscle.DN"	NA	NA	TRUE	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.967415701511156	1	0.288545760808535	3.3266617701065	1	66	NA	NA	NA	NA	NA	NA	8.32741902938704e-05	1	3.48813030670594	5.49501600365798	16	74	0.0161933864178423	1	2.12490478556052	6.78756287151349	13	74
"GO:0030016"	"myofibril"	"muscle.DN"	TRUE	TRUE	TRUE	NA	TRUE	TRUE	0.215890022577982	1	4.2765873015873	0.241920675725303	1	85	0.884449942522041	1	0.462836056931998	2.1226588321704	1	85	0.809206569180341	1	0.687550254623425	4.28433712816746	3	85	NA	NA	NA	NA	NA	NA	0.000140675239215475	1	3.03717884130982	6.90589849108368	18	93	0.00998367198688214	1	2.07476414163344	8.53031550068587	16	93
Item Data 
"Entrez"	"symbol"	"name"	"is.skin.T7.DN"	"is.skin.T7.UP"	"is.skin.T14.DN"	"is.skin.T14.UP"	"is.muscle.DN"	"is.muscle.UP"
"ID"	"Desc"	"listMembership"	"skin.T7.DN"	"skin.T7.UP"	"skin.T14.DN"	"skin.T14.UP"	"muscle.DN"	"muscle.UP"	"skin.T7.DN.Pvalue"	"skin.T7.DN.FDR"	"skin.T7.DN.OddsRatio"	"skin.T7.DN.ExpCount"	"skin.T7.DN.Count"	"skin.T7.DN.Size"	"skin.T7.UP.Pvalue"	"skin.T7.UP.FDR"	"skin.T7.UP.OddsRatio"	"skin.T7.UP.ExpCount"	"skin.T7.UP.Count"	"skin.T7.UP.Size"	"skin.T14.DN.Pvalue"	"skin.T14.DN.FDR"	"skin.T14.DN.OddsRatio"	"skin.T14.DN.ExpCount"	"skin.T14.DN.Count"	"skin.T14.DN.Size"	"skin.T14.UP.Pvalue"	"skin.T14.UP.FDR"	"skin.T14.UP.OddsRatio"	"skin.T14.UP.ExpCount"	"skin.T14.UP.Count"	"skin.T14.UP.Size"	"muscle.DN.Pvalue"	"muscle.DN.FDR"	"muscle.DN.OddsRatio"	"muscle.DN.ExpCount"	"muscle.DN.Count"	"muscle.DN.Size"	"muscle.UP.Pvalue"	"muscle.UP.FDR"	"muscle.UP.OddsRatio"	"muscle.UP.ExpCount"	"muscle.UP.Count"	"muscle.UP.Size"
"GO:0016528"	"sarcoplasm"	"muscle.DN"	TRUE	TRUE	NA	NA	TRUE	TRUE	0.0767953630829746	1	13.3753086419753	0.0796915167095116	1	28	0.507862938140729	1	1.44772447724477	0.699228791773779	1	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85132352044503e-08	1	9.84892787524366	2.37622313671696	14	32	0.33729904911058	1	1.41627341627342	2.93516232281664	4	32
"GO:0016529"	"sarcoplasmic reticulum"	"muscle.DN"	TRUE	TRUE	NA	NA	TRUE	TRUE	0.0688485320479836	1	15.0513888888889	0.0711531399192068	1	25	0.468974631968145	1	1.62915129151292	0.624311421226588	1	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.93432878115554e-08	1	9.67223735551793	2.22770919067215	13	30	0.527940057443969	1	1.10055555555556	2.7517146776406	3	30
Item Data 
"Entrez"	"symbol"	"name"	"is.skin.T7.DN"	"is.skin.T7.UP"	"is.skin.T14.DN"	"is.skin.T14.UP"	"is.muscle.DN"	"is.muscle.UP"
"106393"	"Srl"	"sarcalumenin"	NA	NA	NA	NA	TRUE	NA
"11733"	"Ank1"	"ankyrin 1, erythroid"	NA	NA	NA	NA	TRUE	NA
"12293"	"Cacna2d1"	"calcium channel, voltage-dependent, alpha2/delta subunit 1"	NA	NA	NA	NA	TRUE	NA
"12317"	"Calr"	"calreticulin"	NA	TRUE	NA	NA	NA	TRUE
"12372"	"Casq1"	"calsequestrin 1"	NA	NA	NA	NA	TRUE	NA
"12373"	"Casq2"	"calsequestrin 2"	NA	NA	NA	NA	TRUE	NA
"14077"	"Fabp3"	"fatty acid binding protein 3, muscle and heart"	NA	NA	NA	NA	TRUE	NA
"15464"	"Hrc"	"histidine rich calcium binding protein"	NA	NA	NA	NA	TRUE	NA
"16438"	"Itpr1"	"inositol 1,4,5-trisphosphate receptor 1"	NA	NA	NA	NA	TRUE	NA
"18821"	"Pln"	"phospholamban"	NA	NA	NA	NA	NA	TRUE
"23897"	"Hax1"	"HCLS1 associated X-1"	NA	NA	NA	NA	NA	TRUE
"319565"	"Syne2"	"synaptic nuclear envelope 2"	NA	NA	NA	NA	TRUE	NA
"57339"	"Jph1"	"junctophilin 1"	NA	NA	NA	NA	TRUE	NA
"59091"	"Jph2"	"junctophilin 2"	NA	NA	NA	NA	TRUE	NA
"74166"	"Tmem38a"	"transmembrane protein 38A"	NA	NA	NA	NA	TRUE	NA
"76757"	"Trdn"	"triadin"	NA	NA	NA	NA	TRUE	NA
"77559"	"Agl"	"amylo-1,6-glucosidase, 4-alpha-glucanotransferase"	NA	NA	NA	NA	TRUE	NA
"78688"	"Nol3"	"nucleolar protein 3 (apoptosis repressor with CARD domain)"	NA	NA	NA	NA	NA	TRUE


 singleAnnot.muscleDN 
 Annotation Data 
"ID"	"Desc"	"listMembership"	"skin.T7.DN"	"skin.T7.UP"	"skin.T14.DN"	"skin.T14.UP"	"muscle.DN"	"muscle.UP"	"skin.T7.DN.Pvalue"	"skin.T7.DN.FDR"	"skin.T7.DN.OddsRatio"	"skin.T7.DN.ExpCount"	"skin.T7.DN.Count"	"skin.T7.DN.Size"	"skin.T7.UP.Pvalue"	"skin.T7.UP.FDR"	"skin.T7.UP.OddsRatio"	"skin.T7.UP.ExpCount"	"skin.T7.UP.Count"	"skin.T7.UP.Size"	"skin.T14.DN.Pvalue"	"skin.T14.DN.FDR"	"skin.T14.DN.OddsRatio"	"skin.T14.DN.ExpCount"	"skin.T14.DN.Count"	"skin.T14.DN.Size"	"skin.T14.UP.Pvalue"	"skin.T14.UP.FDR"	"skin.T14.UP.OddsRatio"	"skin.T14.UP.ExpCount"	"skin.T14.UP.Count"	"skin.T14.UP.Size"	"muscle.DN.Pvalue"	"muscle.DN.FDR"	"muscle.DN.OddsRatio"	"muscle.DN.ExpCount"	"muscle.DN.Count"	"muscle.DN.Size"	"muscle.UP.Pvalue"	"muscle.UP.FDR"	"muscle.UP.OddsRatio"	"muscle.UP.ExpCount"	"muscle.UP.Count"	"muscle.UP.Size"
"GO:0042383"	"sarcolemma"	"muscle.DN"	NA	TRUE	TRUE	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	0.00738325716464047	1	3.77980665950591	1.72309952258538	6	69	0.869363203505792	1	0.560779284564381	3.4778736687477	2	69	NA	NA	NA	NA	NA	NA	7.89450421191551e-05	1	3.92904483430799	4.3811614083219	14	59	0.169738535737831	1	1.55774953197359	5.41170553269319	8	59
"GO:0005759"	"mitochondrial matrix"	"muscle.DN"	TRUE	TRUE	TRUE	NA	TRUE	TRUE	0.282786443090658	1	3.11478260869565	0.330150569225119	1	116	0.947628161324471	1	0.33707684902936	2.89680499449137	1	116	0.0319251073741377	1	1.99359178615684	5.84686008079324	11	116	NA	NA	NA	NA	NA	NA	5.72198671994532e-08	1	4.19940814552264	7.49995427526292	25	101	0.999350119572888	1	0.198448016629835	9.26410608139003	2	101
Item Data 
"Entrez"	"symbol"	"name"	"is.skin.T7.DN"	"is.skin.T7.UP"	"is.skin.T14.DN"	"is.skin.T14.UP"	"is.muscle.DN"	"is.muscle.UP"
"105675"	"Ppif"	"peptidylprolyl isomerase F (cyclophilin F)"	NA	NA	NA	NA	TRUE	NA
"107734"	"Mrpl30"	"mitochondrial ribosomal protein L30"	NA	NA	TRUE	NA	NA	NA
"110842"	"Etfa"	"electron transferring flavoprotein, alpha polypeptide"	NA	NA	TRUE	NA	NA	NA
"110893"	"Slc8a3"	"solute carrier family 8 (sodium/calcium exchanger), member 3"	NA	NA	NA	NA	TRUE	NA
"11363"	"Acadl"	"acyl-Coenzyme A dehydrogenase, long-chain"	NA	NA	NA	NA	TRUE	NA
"11364"	"Acadm"	"acyl-Coenzyme A dehydrogenase, medium chain"	NA	NA	NA	NA	TRUE	NA
"11370"	"Acadvl"	"acyl-Coenzyme A dehydrogenase, very long chain"	NA	NA	NA	NA	TRUE	NA
"11512"	"Adcy6"	"adenylate cyclase 6"	NA	NA	NA	NA	TRUE	NA
"11640"	"Akap1"	"A kinase (PRKA) anchor protein 1"	NA	NA	NA	NA	TRUE	NA
"11747"	"Anxa5"	"annexin A5"	NA	TRUE	NA	NA	NA	NA
"12111"	"Bgn"	"biglycan"	NA	TRUE	NA	NA	NA	TRUE
"12293"	"Cacna2d1"	"calcium channel, voltage-dependent, alpha2/delta subunit 1"	NA	NA	NA	NA	TRUE	NA
"12372"	"Casq1"	"calsequestrin 1"	NA	NA	NA	NA	TRUE	NA
"12491"	"Cd36"	"CD36 antigen"	NA	NA	NA	NA	TRUE	NA
"12723"	"Clcn1"	"chloride channel 1"	NA	NA	NA	NA	TRUE	NA
"12834"	"Col6a2"	"collagen, type VI, alpha 2"	NA	NA	NA	NA	TRUE	NA
"12974"	"Cs"	"citrate synthase"	NA	NA	NA	NA	TRUE	NA
"13617"	"Ednra"	"endothelin receptor type A"	NA	TRUE	NA	NA	NA	NA
"13982"	"Esr1"	"estrogen receptor 1 (alpha)"	NA	NA	NA	NA	TRUE	NA
"14177"	"Fgf6"	"fibroblast growth factor 6"	NA	NA	NA	NA	TRUE	NA
"16412"	"Itgb1"	"integrin beta 1 (fibronectin receptor beta)"	NA	TRUE	NA	NA	NA	NA
"16515"	"Kcnj12"	"potassium inwardly-rectifying channel, subfamily J, member 12"	NA	NA	NA	NA	TRUE	NA
"16523"	"Kcnj8"	"potassium inwardly-rectifying channel, subfamily J, member 8"	NA	TRUE	NA	NA	NA	NA
"16651"	"Sspn"	"sarcospan"	NA	NA	NA	NA	TRUE	NA
"16691"	"Krt8"	"keratin 8"	NA	NA	NA	NA	NA	TRUE
"16773"	"Lama2"	"laminin, alpha 2"	NA	NA	NA	NA	TRUE	NA
"17210"	"Mcl1"	"myeloid cell leukemia sequence 1"	NA	NA	NA	NA	TRUE	NA
"17448"	"Mdh2"	"malate dehydrogenase 2, NAD (mitochondrial)"	NA	NA	NA	NA	TRUE	NA
"18477"	"Prdx1"	"peroxiredoxin 1"	NA	NA	NA	NA	NA	TRUE
"18810"	"Plec"	"plectin"	NA	NA	TRUE	NA	NA	NA
"20271"	"Scn5a"	"sodium channel, voltage-gated, type V, alpha"	NA	NA	NA	NA	NA	TRUE
"20528"	"Slc2a4"	"solute carrier family 2 (facilitated glucose transporter), member 4"	NA	NA	NA	NA	TRUE	NA
"20648"	"Snta1"	"syntrophin, acidic 1"	NA	NA	NA	NA	TRUE	NA
"20656"	"Sod2"	"superoxide dismutase 2, mitochondrial"	NA	NA	NA	NA	TRUE	NA
"20909"	"Stx4a"	"syntaxin 4A (placental)"	NA	NA	TRUE	NA	NA	TRUE
"20927"	"Abcc8"	"ATP-binding cassette, sub-family C (CFTR/MRP), member 8"	NA	NA	NA	NA	NA	TRUE
"212647"	"Aldh4a1"	"aldehyde dehydrogenase 4 family, member A1"	NA	NA	NA	NA	TRUE	NA
"216151"	"Polrmt"	"polymerase (RNA) mitochondrial (DNA directed)"	NA	NA	NA	NA	TRUE	NA
"21780"	"Tfam"	"transcription factor A, mitochondrial"	NA	NA	NA	NA	TRUE	NA
"21809"	"Tgfb3"	"transforming growth factor, beta 3"	NA	NA	NA	NA	NA	TRUE
"21856"	"Timm44"	"translocase of inner mitochondrial membrane 44"	NA	NA	NA	NA	TRUE	NA
"22329"	"Vcam1"	"vascular cell adhesion molecule 1"	NA	TRUE	NA	NA	NA	NA
"22333"	"Vdac1"	"voltage-dependent anion channel 1"	NA	NA	NA	NA	TRUE	NA
"22334"	"Vdac2"	"voltage-dependent anion channel 2"	NA	NA	TRUE	NA	NA	NA
"226041"	"Pgm5"	"phosphoglucomutase 5"	NA	NA	NA	NA	NA	TRUE
"234309"	"Cbr4"	"carbonyl reductase 4"	NA	NA	TRUE	NA	NA	NA
"235339"	"Dlat"	"dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)"	NA	NA	NA	NA	TRUE	NA
"26903"	"Dysf"	"dysferlin"	NA	NA	NA	NA	NA	TRUE
"381760"	"Ssbp1"	"single-stranded DNA binding protein 1"	NA	NA	TRUE	NA	NA	NA
"52538"	"Acaa2"	"acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)"	NA	NA	NA	NA	TRUE	NA
"545725"	"Mterf"	"mitochondrial transcription termination factor"	NA	NA	TRUE	NA	NA	NA
"56248"	"Ak3"	"adenylate kinase 3"	NA	NA	TRUE	NA	TRUE	NA
"56282"	"Mrpl12"	"mitochondrial ribosomal protein L12"	NA	NA	NA	NA	TRUE	NA
"64659"	"Mrps14"	"mitochondrial ribosomal protein S14"	NA	NA	TRUE	NA	NA	NA
"66493"	"Mrpl51"	"mitochondrial ribosomal protein L51"	NA	NA	TRUE	NA	NA	NA
"66841"	"Etfdh"	"electron transferring flavoprotein, dehydrogenase"	NA	NA	NA	NA	TRUE	NA
"67270"	"Mrpl42"	"mitochondrial ribosomal protein L42"	NA	NA	NA	NA	TRUE	NA
"68346"	"Sirt5"	"sirtuin 5 (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)"	NA	NA	TRUE	NA	TRUE	NA
"74238"	"Mterfd3"	"MTERF domain containing 3"	NA	NA	NA	NA	TRUE	NA
"76263"	"Gstk1"	"glutathione S-transferase kappa 1"	NA	NA	NA	NA	TRUE	NA
"94061"	"Mrpl1"	"mitochondrial ribosomal protein L1"	NA	NA	NA	NA	TRUE	NA
"98238"	"Lrrc59"	"leucine rich repeat containing 59"	NA	TRUE	NA	NA	NA	TRUE


 proteasomeComplex.muscleUP 
 Annotation Data 
"ID"	"Desc"	"listMembership"	"skin.T7.DN"	"skin.T7.UP"	"skin.T14.DN"	"skin.T14.UP"	"muscle.DN"	"muscle.UP"	"skin.T7.DN.Pvalue"	"skin.T7.DN.FDR"	"skin.T7.DN.OddsRatio"	"skin.T7.DN.ExpCount"	"skin.T7.DN.Count"	"skin.T7.DN.Size"	"skin.T7.UP.Pvalue"	"skin.T7.UP.FDR"	"skin.T7.UP.OddsRatio"	"skin.T7.UP.ExpCount"	"skin.T7.UP.Count"	"skin.T7.UP.Size"	"skin.T14.DN.Pvalue"	"skin.T14.DN.FDR"	"skin.T14.DN.OddsRatio"	"skin.T14.DN.ExpCount"	"skin.T14.DN.Count"	"skin.T14.DN.Size"	"skin.T14.UP.Pvalue"	"skin.T14.UP.FDR"	"skin.T14.UP.OddsRatio"	"skin.T14.UP.ExpCount"	"skin.T14.UP.Count"	"skin.T14.UP.Size"	"muscle.DN.Pvalue"	"muscle.DN.FDR"	"muscle.DN.OddsRatio"	"muscle.DN.ExpCount"	"muscle.DN.Count"	"muscle.DN.Size"	"muscle.UP.Pvalue"	"muscle.UP.FDR"	"muscle.UP.OddsRatio"	"muscle.UP.ExpCount"	"muscle.UP.Count"	"muscle.UP.Size"
"GO:0005839"	"proteasome core complex"	"muscle.UP"	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000291406690769568	1	7.74888442659527	1.46758116140832	7	16
"GO:0000502"	"proteasome complex"	"muscle.UP"	NA	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0991094774869381	1	2.15136196524064	2.46979434447301	5	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.1957701114673e-19	1	17.7979487179487	4.03584819387289	28	44
Item Data 
"Entrez"	"symbol"	"name"	"is.skin.T7.DN"	"is.skin.T7.UP"	"is.skin.T14.DN"	"is.skin.T14.UP"	"is.muscle.DN"	"is.muscle.UP"
"103554"	"Psme4"	"proteasome (prosome, macropain) activator subunit 4"	NA	NA	TRUE	NA	NA	NA
"15507"	"Hspb1"	"heat shock protein 1"	NA	NA	NA	NA	NA	TRUE
"19166"	"Psma2"	"proteasome (prosome, macropain) subunit, alpha type 2"	NA	NA	NA	NA	NA	TRUE
"19170"	"Psmb1"	"proteasome (prosome, macropain) subunit, beta type 1"	NA	NA	NA	NA	NA	TRUE
"19172"	"Psmb4"	"proteasome (prosome, macropain) subunit, beta type 4"	NA	NA	NA	NA	NA	TRUE
"19179"	"Psmc1"	"protease (prosome, macropain) 26S subunit, ATPase 1"	NA	NA	NA	NA	NA	TRUE
"19181"	"Psmc2"	"proteasome (prosome, macropain) 26S subunit, ATPase 2"	NA	NA	NA	NA	NA	TRUE
"19182"	"Psmc3"	"proteasome (prosome, macropain) 26S subunit, ATPase 3"	NA	NA	NA	NA	NA	TRUE
"19184"	"Psmc5"	"protease (prosome, macropain) 26S subunit, ATPase 5"	NA	NA	NA	NA	NA	TRUE
